class,clip_id,split,n_frames_orig,frame_idx_min,frame_idx_max,token_type,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,label_id
chest fly machine,chest fly machine|num_280,train,8,1.0,71.0,numeric,data/chest fly machine/cfm_2800001.jpg,data/chest fly machine/cfm_2800011.jpg,data/chest fly machine/cfm_2800021.jpg,data/chest fly machine/cfm_2800031.jpg,data/chest fly machine/cfm_2800041.jpg,data/chest fly machine/cfm_2800051.jpg,data/chest fly machine/cfm_2800061.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,data/chest fly machine/cfm_2800071.jpg,2
chest fly machine,chest fly machine|num_30,train,7,1.0,61.0,numeric,data/chest fly machine/cfm_300001.jpg,data/chest fly machine/cfm_300011.jpg,data/chest fly machine/cfm_300021.jpg,data/chest fly machine/cfm_300031.jpg,data/chest fly machine/cfm_300041.jpg,data/chest fly machine/cfm_300051.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,data/chest fly machine/cfm_300061.jpg,2
chest fly machine,chest fly machine|num_40,train,13,1.0,121.0,numeric,data/chest fly machine/cfm_400001.jpg,data/chest fly machine/cfm_400011.jpg,data/chest fly machine/cfm_400021.jpg,data/chest fly machine/cfm_400031.jpg,data/chest fly machine/cfm_400041.jpg,data/chest fly machine/cfm_400051.jpg,data/chest fly machine/cfm_400061.jpg,data/chest fly machine/cfm_400071.jpg,data/chest fly machine/cfm_400081.jpg,data/chest fly machine/cfm_400091.jpg,data/chest fly machine/cfm_400101.jpg,data/chest fly machine/cfm_400111.jpg,data/chest fly machine/cfm_400121.jpg,data/chest fly machine/cfm_400121.jpg,data/chest fly machine/cfm_400121.jpg,data/chest fly machine/cfm_400121.jpg,2
chest fly machine,chest fly machine|num_50,train,9,1.0,81.0,numeric,data/chest fly machine/cfm_500001.jpg,data/chest fly machine/cfm_500011.jpg,data/chest fly machine/cfm_500021.jpg,data/chest fly machine/cfm_500031.jpg,data/chest fly machine/cfm_500041.jpg,data/chest fly machine/cfm_500051.jpg,data/chest fly machine/cfm_500061.jpg,data/chest fly machine/cfm_500071.jpg,data/chest fly machine/cfm_500081.jpg,data/chest fly machine/cfm_500081.jpg,data/chest fly machine/cfm_500081.jpg,data/chest fly machine/cfm_500081.jpg,data/chest fly machine/cfm_500081.jpg,data/chest fly machine/cfm_500081.jpg,data/chest fly machine/cfm_500081.jpg,data/chest fly machine/cfm_500081.jpg,2
chest fly machine,chest fly machine|num_60,train,13,1.0,121.0,numeric,data/chest fly machine/cfm_600001.jpg,data/chest fly machine/cfm_600011.jpg,data/chest fly machine/cfm_600021.jpg,data/chest fly machine/cfm_600031.jpg,data/chest fly machine/cfm_600041.jpg,data/chest fly machine/cfm_600051.jpg,data/chest fly machine/cfm_600061.jpg,data/chest fly machine/cfm_600071.jpg,data/chest fly machine/cfm_600081.jpg,data/chest fly machine/cfm_600091.jpg,data/chest fly machine/cfm_600101.jpg,data/chest fly machine/cfm_600111.jpg,data/chest fly machine/cfm_600121.jpg,data/chest fly machine/cfm_600121.jpg,data/chest fly machine/cfm_600121.jpg,data/chest fly machine/cfm_600121.jpg,2
chest fly machine,chest fly machine|num_70,train,10,1.0,91.0,numeric,data/chest fly machine/cfm_700001.jpg,data/chest fly machine/cfm_700011.jpg,data/chest fly machine/cfm_700021.jpg,data/chest fly machine/cfm_700031.jpg,data/chest fly machine/cfm_700041.jpg,data/chest fly machine/cfm_700051.jpg,data/chest fly machine/cfm_700061.jpg,data/chest fly machine/cfm_700071.jpg,data/chest fly machine/cfm_700081.jpg,data/chest fly machine/cfm_700091.jpg,data/chest fly machine/cfm_700091.jpg,data/chest fly machine/cfm_700091.jpg,data/chest fly machine/cfm_700091.jpg,data/chest fly machine/cfm_700091.jpg,data/chest fly machine/cfm_700091.jpg,data/chest fly machine/cfm_700091.jpg,2
chest fly machine,chest fly machine|num_80,train,15,1.0,141.0,numeric,data/chest fly machine/cfm_800001.jpg,data/chest fly machine/cfm_800011.jpg,data/chest fly machine/cfm_800021.jpg,data/chest fly machine/cfm_800031.jpg,data/chest fly machine/cfm_800041.jpg,data/chest fly machine/cfm_800051.jpg,data/chest fly machine/cfm_800061.jpg,data/chest fly machine/cfm_800071.jpg,data/chest fly machine/cfm_800081.jpg,data/chest fly machine/cfm_800091.jpg,data/chest fly machine/cfm_800101.jpg,data/chest fly machine/cfm_800111.jpg,data/chest fly machine/cfm_800121.jpg,data/chest fly machine/cfm_800131.jpg,data/chest fly machine/cfm_800141.jpg,data/chest fly machine/cfm_800141.jpg,2
chest fly machine,chest fly machine|num_90,train,15,1.0,141.0,numeric,data/chest fly machine/cfm_900001.jpg,data/chest fly machine/cfm_900011.jpg,data/chest fly machine/cfm_900021.jpg,data/chest fly machine/cfm_900031.jpg,data/chest fly machine/cfm_900041.jpg,data/chest fly machine/cfm_900051.jpg,data/chest fly machine/cfm_900061.jpg,data/chest fly machine/cfm_900071.jpg,data/chest fly machine/cfm_900081.jpg,data/chest fly machine/cfm_900091.jpg,data/chest fly machine/cfm_900101.jpg,data/chest fly machine/cfm_900111.jpg,data/chest fly machine/cfm_900121.jpg,data/chest fly machine/cfm_900131.jpg,data/chest fly machine/cfm_900141.jpg,data/chest fly machine/cfm_900141.jpg,2
deadlift,deadlift|g1,train,1,,,alpha_num,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,data/deadlift/deadlift_g1.jpg,3
deadlift,deadlift|g10,train,1,,,alpha_num,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,data/deadlift/deadlift_g10.jpg,3
deadlift,deadlift|g11,train,1,,,alpha_num,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,data/deadlift/deadlift_g11.jpg,3
deadlift,deadlift|g12,train,1,,,alpha_num,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,data/deadlift/deadlift_g12.jpg,3
deadlift,deadlift|g13,train,1,,,alpha_num,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,data/deadlift/deadlift_g13.jpg,3
deadlift,deadlift|g14,train,1,,,alpha_num,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,data/deadlift/deadlift_g14.jpg,3
deadlift,deadlift|g15,train,1,,,alpha_num,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,data/deadlift/deadlift_g15.jpg,3
deadlift,deadlift|g16,train,1,,,alpha_num,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,data/deadlift/deadlift_g16.jpg,3
deadlift,deadlift|g17,train,1,,,alpha_num,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,data/deadlift/deadlift_g17.jpg,3
deadlift,deadlift|g18,train,1,,,alpha_num,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,data/deadlift/deadlift_g18.jpg,3
deadlift,deadlift|g19,train,1,,,alpha_num,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,data/deadlift/deadlift_g19.jpg,3
deadlift,deadlift|g2,train,1,,,alpha_num,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,data/deadlift/deadlift_g2.jpg,3
deadlift,deadlift|g20,train,1,,,alpha_num,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,data/deadlift/deadlift_g20.jpg,3
deadlift,deadlift|g21,train,1,,,alpha_num,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,data/deadlift/deadlift_g21.jpg,3
deadlift,deadlift|g3,train,1,,,alpha_num,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,data/deadlift/deadlift_g3.jpg,3
deadlift,deadlift|g4,train,1,,,alpha_num,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,data/deadlift/deadlift_g4.jpg,3
deadlift,deadlift|g5,train,1,,,alpha_num,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,data/deadlift/deadlift_g5.jpg,3
deadlift,deadlift|g6,train,1,,,alpha_num,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,data/deadlift/deadlift_g6.jpg,3
deadlift,deadlift|g7,train,1,,,alpha_num,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,data/deadlift/deadlift_g7.jpg,3
deadlift,deadlift|g8,train,1,,,alpha_num,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,data/deadlift/deadlift_g8.jpg,3
deadlift,deadlift|g9,train,1,,,alpha_num,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,data/deadlift/deadlift_g9.jpg,3
deadlift,deadlift|num_10,train,15,1.0,141.0,numeric,data/deadlift/deadlift_100001.jpg,data/deadlift/deadlift_100011.jpg,data/deadlift/deadlift_100021.jpg,data/deadlift/deadlift_100031.jpg,data/deadlift/deadlift_100041.jpg,data/deadlift/deadlift_100051.jpg,data/deadlift/deadlift_100061.jpg,data/deadlift/deadlift_100071.jpg,data/deadlift/deadlift_100081.jpg,data/deadlift/deadlift_100091.jpg,data/deadlift/deadlift_100101.jpg,data/deadlift/deadlift_100111.jpg,data/deadlift/deadlift_100121.jpg,data/deadlift/deadlift_100131.jpg,data/deadlift/deadlift_100141.jpg,data/deadlift/deadlift_100141.jpg,3
deadlift,deadlift|num_100,train,15,1.0,141.0,numeric,data/deadlift/deadlift_1000001.jpg,data/deadlift/deadlift_1000011.jpg,data/deadlift/deadlift_1000021.jpg,data/deadlift/deadlift_1000031.jpg,data/deadlift/deadlift_1000041.jpg,data/deadlift/deadlift_1000051.jpg,data/deadlift/deadlift_1000061.jpg,data/deadlift/deadlift_1000071.jpg,data/deadlift/deadlift_1000081.jpg,data/deadlift/deadlift_1000091.jpg,data/deadlift/deadlift_1000101.jpg,data/deadlift/deadlift_1000111.jpg,data/deadlift/deadlift_1000121.jpg,data/deadlift/deadlift_1000131.jpg,data/deadlift/deadlift_1000141.jpg,data/deadlift/deadlift_1000141.jpg,3
deadlift,deadlift|num_110,train,12,1.0,111.0,numeric,data/deadlift/deadlift_1100001.jpg,data/deadlift/deadlift_1100011.jpg,data/deadlift/deadlift_1100021.jpg,data/deadlift/deadlift_1100031.jpg,data/deadlift/deadlift_1100041.jpg,data/deadlift/deadlift_1100051.jpg,data/deadlift/deadlift_1100061.jpg,data/deadlift/deadlift_1100071.jpg,data/deadlift/deadlift_1100081.jpg,data/deadlift/deadlift_1100091.jpg,data/deadlift/deadlift_1100101.jpg,data/deadlift/deadlift_1100111.jpg,data/deadlift/deadlift_1100111.jpg,data/deadlift/deadlift_1100111.jpg,data/deadlift/deadlift_1100111.jpg,data/deadlift/deadlift_1100111.jpg,3
deadlift,deadlift|num_120,train,9,1.0,81.0,numeric,data/deadlift/deadlift_1200001.jpg,data/deadlift/deadlift_1200011.jpg,data/deadlift/deadlift_1200021.jpg,data/deadlift/deadlift_1200031.jpg,data/deadlift/deadlift_1200041.jpg,data/deadlift/deadlift_1200051.jpg,data/deadlift/deadlift_1200061.jpg,data/deadlift/deadlift_1200071.jpg,data/deadlift/deadlift_1200081.jpg,data/deadlift/deadlift_1200081.jpg,data/deadlift/deadlift_1200081.jpg,data/deadlift/deadlift_1200081.jpg,data/deadlift/deadlift_1200081.jpg,data/deadlift/deadlift_1200081.jpg,data/deadlift/deadlift_1200081.jpg,data/deadlift/deadlift_1200081.jpg,3
deadlift,deadlift|num_130,train,26,1.0,251.0,numeric,data/deadlift/deadlift_1300001.jpg,data/deadlift/deadlift_1300011.jpg,data/deadlift/deadlift_1300031.jpg,data/deadlift/deadlift_1300051.jpg,data/deadlift/deadlift_1300061.jpg,data/deadlift/deadlift_1300081.jpg,data/deadlift/deadlift_1300101.jpg,data/deadlift/deadlift_1300111.jpg,data/deadlift/deadlift_1300131.jpg,data/deadlift/deadlift_1300151.jpg,data/deadlift/deadlift_1300161.jpg,data/deadlift/deadlift_1300181.jpg,data/deadlift/deadlift_1300201.jpg,data/deadlift/deadlift_1300211.jpg,data/deadlift/deadlift_1300231.jpg,data/deadlift/deadlift_1300251.jpg,3
deadlift,deadlift|num_140,val,15,1.0,141.0,numeric,data/deadlift/deadlift_1400001.jpg,data/deadlift/deadlift_1400011.jpg,data/deadlift/deadlift_1400021.jpg,data/deadlift/deadlift_1400031.jpg,data/deadlift/deadlift_1400041.jpg,data/deadlift/deadlift_1400051.jpg,data/deadlift/deadlift_1400061.jpg,data/deadlift/deadlift_1400071.jpg,data/deadlift/deadlift_1400081.jpg,data/deadlift/deadlift_1400091.jpg,data/deadlift/deadlift_1400101.jpg,data/deadlift/deadlift_1400111.jpg,data/deadlift/deadlift_1400121.jpg,data/deadlift/deadlift_1400131.jpg,data/deadlift/deadlift_1400141.jpg,data/deadlift/deadlift_1400141.jpg,3
